text,aspectTerms
Item came as described! Fast shipping & east to install!,
Stocking stuffers for my boys & they liked them.,
My son loves his camo case! It is a great value & protects the phone from the normal wear & tear of a pre teen!,
"These work. It is a little difficult to get the yellow side off the sticky but, otherwise a great product!",
These really work! I like having one in my bathroom near the medicine cabinet when I'm getting ready for work and one on the wall by my desk connected to the charger. This way I don't lose it or get water on it.,
These big phones are so hard for me to hang onto in my little hand. This case with a popsocket is the best!,
"Works great, looks great, sticks, great!",
"Some people have given this less favorable reviews. My feeling is that for the price, It's VERY good. It's grippy, it fits well, the portals are unobstructed and it's slim. Not bulky at all. I wish they had more colors because, for the price, I would have several. My popsocket sticks to it too!",
Great fit and love the color. Just enough grip and non-skid in the car. The charger is a little bit annoying to plug in because the bottom tend to overlap a tiny bit so you have to plug in at an angle...but it works fine.,
It's hard to separate the ring from the inner circle..it's hard to grab. It does at least rotate. Now laying your phone flat is not an option though.,
"Putting it on a night stand drawer or top of headboard.  Just don't try to tighten it up to where it doesn't slip off.  When the husband tightened his up it popped off and cracked the head on the base.  Hope they stand behind the product, we will see?",
We've survived a few drops. Nice case.,
"I got these for my wife and she loves them. They fit her really well and sound pretty good. I wouldn't compare them to something like bose qc 35 or sony's flagship, but rather to offerings from mpow,anker,aukey etc. I think they perform just as good as the 60-80 dollar competitors.",
"Went on perfect. Clean phone with wet wipe, then dry wipe. then microfiber and dust pickup stickers. Pull the tab off and lay the glass screen on the phone. It should go on with the bubbles escaping by itself. Took ten minutes and I have no bubbles or dust under the screen from what I can see.",
"Fits and stays in vent while holding a moto x with an otter box. The magnet is still very strong through the case. For the price, it's hard to beat and I would recommend to anyone who can spare to lose an air vent.",
Better than the straight original because wire doesn't break when used a lot in portrait alignment.,
It was perfect,
Fast charging,
Great band. Fits perfectly and adjustable.,
Works great!,
"Great case. Stylish, durable and not bulky.",
A bit complicated to apply. Requires spraying adhesive on a cloth in order to apply to watch face. Instructs you to wait a few days before all the air bubbles dry. Did not want to put something so permanent on my new Apple watch.,
"Adorable, and good quality. the service was on time and easy.",
"Yep, this is what I expected",
"This product is cheaply made, some of the parts are missing, and the directions do not help at all. The product is not as represented both in the description and what I received is nothing like what i see in many of the customer photos. It would cost me more to return this than I paid for it, so in the trash it's going.",
"This product works perfectly and the price is amazing. I already ordered a second one so I can have one in the living room and one on my nightstand in my bedroom. Great product, works as advertised.",
It was ok wasn't what I wanted. Endy up ordering a different  one.,
It was a gift.  She liked it.,
My sister love it butter then any I have give her.,
"I absolutely do not like this phone. Screen is small and phone is slow, laggy and won't charge while plugged in. I knew this was not an expensive phone but I didn't think it would be this bad.",
Nice phone with decent sized screen. Charges fast. You can also use a simple mobile sim card in this phone. Good phone for people who don't enjoy frills and thrills,
Wrks great to power up my Kindle Fire.  Great price and arrived quickly.,
perfect for what I needed does take some moving around to getting it charged with case on,
Love this.....it's amazing and haven't lost any gems.  When others see it they want it!  So I tell them where to buy it!!!!,
"I purchased this as a gift, she loved it.  Especially the hat on the yoga kitty.  It is very cute and useful too.",
"Refurbished so I expected it to work well but it gives me trouble on and off.  Trouble in terms of dropping out going calls, many times it won't send my text messages and there are times I have learned of missed calls coming in which isn't good when you use this as your only phone.  I realize I saved some money on getting the refurbished model to replace my original but am now thinking I have to spend the money to get something that would be really reliable on a consistent basis.  I don't blame the folks who refurbished it because it probably worked for them when testing it out.",
Very nice to use.  In fact I only bought one and will need to purchase more because my family fights over it....which is nice.  Just wish it came in a better assortment of colors.,
"I like this virgin phone, it's held up very well and is easy to use.  It's hard to find much variety in the virgin phones anymore that don't have some form of contract so that's the only downside.",
awesome bracket! really am pleased!,
WRONG CABLE. . .DID NOT USE. . .,
It works great!!!!,
"Quick delivery, outstanding quality and looks fantastic!!",
I didn’t like this product because water got inside.,
"Broke the first day I got it, but I liked it.",
"Doesn't cover the entire screen, does its job of being a reflective surface, however you get what you pay for when it comes to this. Not so crazy cool, but works for now until I decide to buy another one.",
"You get what you pay for, not for protective wear in the slightest but still a cool parlor trick.",
"Got it in the mail and was way too excited to use it, I usually only get 10% charged on my phone and the thing is done.",
"Wouldn't buy it again, but it's a very sturdy, bulky case. Kickstand is somewhat useful. Case is nice and sharp looking. Wished the front part extended above the screen of my phone, so I wouldn't have to worry about scratches. 3/5.",
I like the design & the weight of the case feels comfortable,
Fell apart right away.  Clamps get in the way of the buttons on iPhone 5,
Have bought this brand for a few years. I have had my current one on for 2 years. Bought these for my husband’s upgrade,
"Within 2 weeks of using it fell off the phone at some point and now is lost, forever I suppose. I like the way it felt while using for holding phone and loved how it worked as a stand but magnet did not hold sadly.",
The pictures aren’t clear,
"Ok, it's attractive and I liked that it had slots for credit cards.  But it doesn't actually hold your phone in place.  Which, by definition, is what a case is for.",
Stopped working pretty quickly.,
Durable.  Just what I needed.,
Too slippery.  I dropped my phone constantly.  Had too get something different.,
Unique & pretty. Nice sizing abilities with the chain.,
"Very diverse. Bought as gifts, they liked them. Some use at desk, some are using in their cars.",
I like what it do fast in do the Job!!  I got my friends  buying it  how it sits and charge  without  plugging it in. You have to check it out!,
Really nothing I don't have to charge in a couple of days last that law such energy such power I should this a long time ago,
"I had one that lasted for about a year. I bought another when that one suddenly stopped working. The second unit quit before I had it for two months. The third unit also quit before the two month mark. This is so handy and nice when it works, but they sure don’t last long. We do not use this excessively. It is usually used to charge two iPads and sometimes a phone overnight. I’d say pass on this unless you are okay spending $50 for two months of use.",
Arrived broken and is the wrong size even though it clearly says it will fit the phone. I would not recommend this.,
Bought this for my son for his birthday. He loves it!,
awful case for protection. Very pretty to look at but would not suggest,
Great case,
Great replacement for a wallet. The phone case itself is removable from the base of the wallet. The magnetic hold of the phone is strong and sturdy,
Crap,
"As long as you follow the directions EXACTLY, it’s easy to apply",
"The screen protector is complicated to put on, but if you follow the instructions EXACTLY it is easy and works perfectly. Just don’t skip any steps or jump ahead, thinking you know what to do. Just read it and follow the directions in order",
"Great system for application.  It actually went on easy, straight and with NO BUBBLES.  JETech perfected this system.",
"I bought a renewed  iPhone 8 and OMG it is beautiful.  The only way anyone could know that it was reconditioned was by the white box it came in.  No scratches,  dents, cracks or any  imperfections.  I did upgrade to Excellent condition, but I never thought it would be so nice.  THANK YOU!!!!!",
Beautiful & functional,
The bendable arm is extra sturdy & the clips that hold the phone in place seem to be strong & easy to use,
This case is terrible. It looks terrible because it is see through it is all nearly IMPOSSIBLE to take the case off. Please do not buy.,
Ordered for husband he likes to carry all his cards and money instead of ell and wallet. Works good. Looks like a woman's wallet but he likes it I like teasing him. Good quality product,
This cover for my phone and seems to stay in place with no issues.,
"This product did not fit my smart watch, returned, no problems returned money fast.",
"These bands did not fit my fitness watch but I so wished they could have, they were super nice , soft and great colors. Returned. Fast and convenient returns!",
All was good worked as expected,
"Purchased for my husband, he loves it and its made good, looks nice",
"This phone was used very few times, after four months good service it went dead.  I called the company, it was still under warranty, but I just got a run around.  I wasted about five hours trying phone calls (and yes, it has been recharged) I was told to mail it back to the company, which I did, and it came back still not working.  I would suggest you never buy an LG product.  I am 83 years old and disabled and returning it to the store is not an option.  I bought it online and now I am stuck.  Carol Jones.  Carol19321@gmail.com",
Good band for the price.,
Great love the non clunky look.,
"I have gone through 3 sets of these in 2 months, that's 6 protectors.<br />The company doesn't respond and they are just too fragile. One set didn't adhere at all and just fell off, luckily I was able to return that one. But there are so fragile. One broke while playing a game tapping on the screen.<br /><br />Do not buy this brand",
Works well with fingerprint reader and touch screen. But it breaks super easy. Also the first set I got didn't stick to the screen and just popped off like the glue was old.,
The USB port just broke loose the 3rx time I used it. Cheaply built. I'll stick with a basic charger.,
"Very happy with this case. I tried several others including other Spigen cases, and this was my favorite.",
"I had this same case on my pixel 3 and loved it. However something about the pixel 6 just feels too nice to have such a cheap case. Spigen is great and I have a different model on my pixel 6 pro, but this one just looked and felt cheap on it.",
Beautiful paint and stays on very well. Seems durable and protective.,
"Was difficult to get on my iPhone 14 plus.  Once it was on the phone, the touch screen didn’t work properly.  It would take multiple “.touches “ to get the screen to recognize the “touch”.<br /><br />It appears that this case would be protective.  It isn’t flimsy.  It looked nice.<br /><br />Very difficult to remove.",
Better than expected.  Very nice looking case.  Quality materials.  Fit my iPhone 14 plus perfectly.,
"This is a thin, cheap case.  It was inexpensive, so I shouldn’t be surprised.  The back is just thin plastic.  It is clear, I thought it would be black.  The edges of the case are a bit thicker.  I doubt this is very protective.  It does fit the Apple phone 8 plus, perfectly.",
"I have purchased a couple watch bands recently and they had the same issue.  They weren’t long enough.  The band was closed on the largest setting.  If my wrist was a tad larger, the band would not have fit. I am not a large woman.<br /><br />The band itself, was nice.",
I bought this work station for my brother all I have to say this one is the high quality work station very solid and high tech for serious profecional people<br />Exellent quality superrior laptop hope will make my brother happy,
"not as advertised, does not have the nvidia quadro 1000m card in it, does not have the 2.2ghz processor in it. not as described, i would be weary of this seller. have not responded to me yet so, ratings could change.",
"Best deal I could find during Cyber Monday!!! They beat out anything I could possibly get at Lenovo, even with their best Cyber Monday deals. This is because they upgrade the system themselves with high quality additions (i7 CPU from Intel which Lenovo didn't offer) AND they provide 3 year warranty on their upgrades ON TOP of the 3 year warranty they already got from LENOVO!  WOW WOW WOW! That's all I had to say. Product shipped fast and arrived much earlier than promised, all despite the holiday season and Cyber Monday craziness.",
"This really is a beautiful laptop, elegantly designed with a rich, quality feel to it.  The bottom of the laptop has an almost suede like feel to it and the packaging only enhances the feel of luxury.  It doesn't seem to fully fulfill the requirements of an ultrabook, it is definitely an aesthetically elegant machine.<br /><br />As for Specs, the i5 with 500 Gig hard drive is plenty beefy, especially at the price that Amazon is selling this for.  It would be nice to have a little more memory but that is an easy upgrade.  We have used this for light gaming, mostly mine craft and it handles that with no problem.  I don't know that this would be a stellar gaming laptop though, but it is a rock solid personal laptop.<br /><br />The biggest problem I have with it, is my own personal frustrations over windows 8.  I'm getting there with familiarity, but still having problems with Microsoft having spent decades teaching us how to navigate and work with computers to have them arbitrarily take easy control from us. But that's a rant for another time.<br /><br />I have to admit that windows 8 looks sharp and stellar on this machine.  The video is clear and crisp.  We have watched streamed videos and they are great, with no lag.<br /><br />I really can't say enough about the look and feel.  That and the very decent specs make this a great priced laptop at around $700.",
"I am disappointed with it.<br />- it is quiet heavy comparing to other ultrabook.<br />- the touch pad does not run smoothly, and difficult to press right click.<br />- the quality of display is bad comparing to other laptop, especially when playing videos.<br />I must return it after a week. Then the seller (Bestdeal Tech) charge me 20% restocking fee. It is really bad to me.<br />However, I think it is worth for me to return it and get another labtop.",
good,
"My company has used Dell workstations for as long as I have been employed (which is nearing the 10 year mark), but this was my first venture into the world of Dell laptops, so I wasn't sure what to expect from this affordably priced offering. First off, the specs are impressive for such a low-priced laptop. 4 GB's of RAM, 500 GB's of storage, 1.8Ghz processor, and a middle of the line nVidia graphics card is a steal of a deal at the current price Amazon is selling this laptop for. The first thing you'll notice that might make your eyes pop is the shipping weight of 7.8 lbs! Fear not though, I put this laptop on my trusty scale and the results came back as 4.2 lbs (.4 lbs lighter than advertised). I also have a 13.3 Macbook Pro with Retina Display, which weighed in at 3.4 lbs. So if you're looking for a laptop that you'd like to do a lot of traveling with and you can afford paying almost three times as much, you might be better off looking at a Macbook or a Macbook Air. If you can't afford jumping up to the price of an Apple, this laptop will still be very convenient to tote around as it is very slim and sleek.<br /><br />Setting up this laptop was extremely easy, as I was able to immediately connect it to my home WI-FI system. This was my first experience with Windows 8, and I must admit it was a bit jolting, but I was able to get used to it after a while. The next paragraph I'm about to type is by far the most important and useful one to read, so if you're going to ready any paragraph, please read the one below.<br /><br />This computer came with a trial-version of McAfee anti-virus software. That means that you get the software for a trial period, but then you have to pay for it in order to keep getting virus definition updates. Let me save you a lot of time and money, DELETE THIS FROM YOUR COMPUTER AS SOON AS YOU SET IT UP. This sounds extremely backwards, but let me explain. Microsoft has been providing free anti-virus software for Windows users for years via download. The software is called Microsoft Security Essentials, and is superior to all third party virus programs in the way that its free and also that it comes straight from Microsoft, who is always the first company to know when an issue has come up because the issue involves their own software. Companies like McAfee and Norton get their information from Microsoft, so there is always a lag. For Windows 7 and prior, you would need to download Microsoft Security Essentials in order to get the anti-virus protection, but with Windows 8, it is already installed via a beefed up version of Windows Defender that includes Microsoft Security Essentials. The trick is, and this is important, you have to remove any third party anti-virus program before being able to turn on Windows Defender. Microsoft had to do this in order to avoid getting sued by the big anti-virus companies, but make no mistake about it, YOU DO NOT NEED TO PAY FOR ANTI-VIRUS PROTECTION EVER AGAIN. Uninstall whatever was installed to begin with, re-start your computer, and turn on Windows Defender and you will be set. Anti-virus rant over!<br /><br />I've been using this laptop for the past several weeks and could not be happier with it. The screen resolution is impressive, and the built-in webcam works great for Skyping. In the past I have been impressed with Dell for the workstations I've used at my company's office, but now I can appreciate them even more for creating a high quality affordable laptop.",
awsome product. i recommend,
"This is an initial, first glance/use review. I will hopefully update it in a few months after continued, heavy use. Ihave had it for 5 days, and this is my impression.<br /><br />Initially, out of the packaging, it is a sleek, minimal looking machine with very nice specs. In a world with countless laptops and configs, this is a nice middle of the road laptop for a fair price at $650.<br /><br />The laptop does boot/hibernate/wake/sleep very fast, which is nice. The track pad is very nice for a pc, not the same as the macbook, but close, and I find it to be intuitive, and easy to use. The battery is impressive for a pc, and I am able to get a solid 6 hours out if, which I appreciate, although you have to alter a few settings.<br />The screen is nice, and does have limited viewing angles, but I find that to be minor as I usually sit directly in front of it.<br /><br />Windows 8 is nice on this machine, just learning it, but am doing so fast.<br /><br />I recommend and 8GB ram upgrade to use it to max potential. It only has one slot up to 8GB, so be warned. I got a 1 x 8 GB crucial stick and it is working great.<br /><br />The performance is great for day-to-day basics, and light gaming, and all MS Office applications.I have also installed Photoshop and will update to let everyone know how that works.<br /><br />I love this laptop for the price (i paid $649), and would recommend it for the money v. performance factor.<br /><br />It is very sturdy, but still light enough for carrying/traveling. I am impressed with Dell and the product they put out on this machine.<br /><br />***UPDATE 11/20/2015***<br /><br />I have been using this laptop for over a year now, and they say distance makes the heart grow fonder and proxitimity breeds contempt, this is true for this laptop. Windows 10 is a big NO, maybe a fresh install will help. It has been sluggish for the past 14 months, it just doesn't perform. Every action is delayed, the drivers have been a continuous battle, and still my brightness is stuck ALL the way up. The machine has &#34;impressive specs&#34; but just has under performed in all sectors. it just doesn't do anything well and weighs way too much. I had said it wasn't an issue, well the honeymoon is long gone and weight is an issue. I am going to fresh install 10 and hopefully that will clean up performance some, but overall I am dissatisfied with this product. The WiFi connection is super crappy as well, good luck finding wifi. I will be getting a Chromebook in the mean time, at least if it under performs I can remember I only spent $150 on it.",
Worst laptop ever made when it did work for the first month I had it. At least now that it broke 6 weeks into owning it I can at least go find a decent computer that will work. Amazing how it breaks right past the time I can return it tho,
nice,
The most expensive purchase,
"Embedded memory is small, it is better to have more memory. I am  satisfied with this computer when I have no strong performance requirement",
amazing computer,
Love it... get the glow in the dark keys for dark room use,
"If you are looking at a T540p computer I recommend you run, don't walk towards another model of computer.  Having come from an excellent T520 laptop that was due back on lease return, I found this latest large format laptop a massive step backwards from previous Lenovo offerings.  While the laptop has good performance, the ergonomics on the laptop are terrible, as was Lenovo's decision to change the AC power adapter plug design.  Have some extra 20v power adapters from previous generation Lenovo computers?  Too bad, while voltage and amperage remain identical to the previous generation of power adapters, they change the plug to a rectangular design ensuring new spares must be purchased.<br /><br />If you are someone who likes to keep your fingers on the home keys and use the TrackPoint and mouse buttons the new ""ClickPad"" touchpad on this device will drive you insane unless you disable the touchpad.  Why?  Because the touchpad and mouse buttons are integrated into one piece resulting in your mouse moving when you move your thumb over to left-click on the top-left corner of the touchpad.  Conversely, if you are a touchpad user, you are likely to be quite fond of the ""ClickPad"".<br /><br />Signs of cost-costing are everywhere on the computer including:<br /><br />- Super-thin materials and soft screws on the hard drive and memory covering door<br />- Thinner casing material overall that increases flex of all parts of case<br />- Zero status lights (no hard disk, battery or wireless lights) (Just a stupid illuminated dot in the ""ThinkPad"" logo on the back side of the laptop display (thanks for that form over function decision Lenovo))<br />- No latching mechanism for the display (though I suppose this was something that may have broken for some on old models)<br />- Flimsy CD tray<br /><br />Cost-cutting measures are probably inevitable in the ultra-competitive computer segment, but just beware that the once rock-solid feel to ThinkPad models of old is simply not here.  This leaves me with the following overall summary of the T540p model:<br /><br />Pros:<br />- Excellent battery life<br />- Keyboard button to lock operating system (useful if you like to secure your computer before you walk away)<br /><br />Cons:<br />- Thin, materials and easily damaged screws to hard drive access panel<br />- Poor speaker location (they are simply downward facing slits in the front of the case)<br />- Hardware specific functions shared with the function keys are now primary instead of secondary<br />- No longer any dedicated hardware buttons for volume, speaker and microphone mute or wireless<br />- Fixed CD/DVD drive means no Ultrabay option.  A big negative if you liked the ability to add a second internal hard drive as well as being able to easily swap out said second drive.<br />- Terrible ""ClickPad"" touchpad design for TrackPoint users results in left-click mouse button being too far left for activation with right thumb if you work that way<br /><br />Other things to be aware of:<br />- Hardware specific functions shared with the function keys are now primary instead of secondary which means if you use F5 for Refresh or F3 for Next in Windows a lot you will either be annoyed to have to press the Fn key as well or remember to press the Fn+Esc key to lock the FnLk key on to make Functions active.<br />- Windows 8.1 power management does not work well with some T540p models.  This may vary based on graphics processor and display panel chosen, but on my model you cannot dim the display and when the display is turned off by power management, the screen turns blank, but power is not actually cut (it glows dimly instead of actually being powered off).  These anomalies do not occur if you use Windows 7 or 8.<br />- The off-center keyboard is not an issue when the laptop is resting on a surface, but if you put it on your lap and use it from there you may find the offset annoying or less than natural feeling<br /><br />Overall, this is a very disappointing product and by far the worst ThinkPad laptop I have used in the last 10 years in terms of ergonomics and material quality.",
"Lenovo really upped their game with this redesign. As a long time Thinkpad user I agree that while the design change is different, those who take the time to adapt themselves to the changes are rewarded with the highest Thinkpad experience yet! I absolutely love my T540p. Quality is slightly higher overall compared to previous generations. The trackpad is an absolute delight to use, I can't help but smile as I type this review on it right now. I upgraded mine with a Samsung 840 EVO and I have to say, any program that I want to load loads instantly. I will need to buy one more of these for my wife. She already noticed it and can't wait to get her paws on it.",
Awesome!,
item arrived on time. item was as described.,
"pretty good, bought it for my new computer and works well, adjustable and clear view, the only thing bad is... after 10 days i bought it, the price of it falls from 179 to 129...",
This monitor has a beautiful bright screen with rich colors and a stylish slim bezel. Looks and performs just great.,
"Good picture, Could be better, but still very crisp",
Good quality but was told I was getting an LED monitor but ended up getting an LCD monitor so that's was false advertising and when I was testing out the monitor with my PS4 I saw a dead pixel which made my eye go right t it because it was so out of place. Other wise good packaging and pretty good quality I ended up sending it back and chose a different monitor.,
Great product. A good buy.,
"The monitor is really nice, hooking with the HDMI interface, the speakers work well and great video.",
"Great quality and price, fast shipping",
Looks great buts starting to shimmer a bit after about a month worth of use,
"seller listed with 16GB, but I received a 8GB model",
"Lenovo is an excellent computer, does everything I could ask of it.<br />Seller was prompt, and exceptionally fat getting it to my door.",
"great product; I have installed server 2012 r2 on this machine(as a virtual machine), in a dual boot with the host OS windows 8.1, which I upgraded to 8.1 pro pack.<br /><br />great performance...<br /><br />great pc.",
"Great laptop. RAM is upgradeable to 16GB.<br />The battery life could be better as well as the overall weight of the laptop. It's a bit heavy.<br />Other than those two complaints, I absolutely love this laptop.",
As good as expected!,
"I looked at a lot of gaming laptops trying to get  the best bang for my buck since I didn't want to spend more than fifteen-hundred on one.  I finally boiled it down to between this, the ASUS ROG G750, and the MSI GE60 laptops.  In the end the tipping point was the video card as the 870m is the highest end mobile card unless you want to pay about five-hundred more for the current flagship the GTX 880m.  Apparently the 870 is noticeably better performing than the 860 (according to notebook check) which all the other gaming laptops have at this price point.  The processor is roughly equivalent to competing models, and while this model has less RAM it still has plenty and can more can be added later relatively inexpensively.<br /><br />Unfortunatelyl the first one I got was faulty and had to be returned as it randomly locked up whenever the video card was ran even moderately hard no matter the game or drivers used.  Luckily Amazon shipped a replacement immediately and this one has been a beast.  So far I have thrown Age of Wonders 3, Company of Heroes 2, Planetside 2, and Dawn of War 2 (a lot of sequels!) with max settings and still get above 50fps.  While none of these are bleeding edge games designed to push your card to the limits I am very satisfied with the performance on a mobile platform with modern games especially Planetside where things get hectic in large firefights.<br /><br />The sound is pretty great (I have never had a sub-woofer inside a laptop before), the keyboard is nice on the hands while being responsive and I especially like the amount of control you have over the back lit keyboard colors even if it is minor in the grand scheme of things.  The touchpad kind of sucks but that's because they blow in general and there isn't much help for that.  It does however automatically disable whenever it detects another pointing device which can be overridden by a handy physical key near the pad.  The screen is high-resolution and looks great out of the box and I haven't had to adjust anything yet.  I find the casing aesthetically pleasing, solid, and a bit flashy which a gaming rig aught to be.  The only 'downside' I have found so far is as a 17.3&#34; gaming laptop this thing is not light or small, and the power brick is the size of my foot.  If you find those characteristics unacceptable then you're shopping for the wrong laptop.<br /><br />Given the performance you get for the price I find the MSI GT70 to be an outstanding bargain.",
"I had an Alienware from before they were a Dell and it was time for a new gaming laptop. I looked around at many. I didn't want to spend a ton, but didn't want to go extremely cheap either.<br />This works well for my gaming needs (steam, blizzard, etc.). I connect through wifi at home and am happy with it. Very portable if I do choose to take it with me elsewhere. The laptop is fairly light for a gaming laptop, not to say that it is feather light though!<br />The best bang for the buck from others I have seen in this same price point.",
"Long lasting battery,  tough design,  good  keyboard and screen.  The only down side to this is the operating system.  Maybe it is just me but the it just does not seem to interface with the new Windows well.  It is probably more due to the operating system than the hardware but it seems to jump from screen to screen on the internet in an unexpected manner.",
"Great laptop, handles everything from email to online gaming smoothly.  Very heavy to travel with, especially with the brick transformer that is the charger.  For desk top use, it's excellent.  For travel I'd go with something lighter because it gets heavier the longer you carry it.",
"This thing is a BEAST!!!!  I have had it for about a year now and restarts so fast (I dropped a sold state drive into it).  it also runs quietly, plays any games I want, and orders pizza fast af.  Great little laptop!",
I bought this laptop for my som specifically for playing WOW. He can play it at the highest video settings and does not experience any lag or other issues. It does get warm so a cooling pad is a must!,
it was (doa) would not power on at all sending it back for  another one hope it works want to give msi one more shot,
great!,
Great Gaming Machine.,
"I bought the previous model of this laptop about 18 months ago at about this price from Best Buy.  Since then I have sent it in twice for RMAs and it's broken again after I installed their factory image, MS Office, Dropbox and some other normal applications.<br /><br /> - The customer service is awful.  They are totally unapologetic and act as if I've done something wrong.  They said &#34;did you install non MSI software?&#34; as if I wasn't supposed to use MS Office.  Both times when I sent in the computer I didn't hear anything for a month, and when I called they said they hadn't gotten it and acted like it was my fault unless I could produce a tracking number.  When I found my tracking number (I had just moved and it wasn't at my fingertips), they said they didn't have it at first but that they would look into it.  A few days later I got the laptop back in the mail.<br /> - The website is awful.  It's slow, hard to navigate, and it was hard to register the product.<br /> - Although they've replaced many of the components, twice, I still get really insidious errors when I'm doing work, and it looks like there's a problem with the application.  But, if I do anything remotely memory intensive, like install Windows updates, I'll get a BSOD.  (Blue Screen Of Death), which says that it's a hardware issue.  The upsetting part is that after two fixes I get BSODs frequently as soon as I've gotten the computer back.  This tells me they didn't test it.  I could see that happening once, but not twice.<br /> - I'm waiting to send it back in a third time now, but they botched up the mailing label and refuse to change it.  I've been waiting two weeks for a response.<br /><br />I don't trust this company.  I don't think they're ready for the consumer market, they're used to being a supplier for internal computer parts, and it really shows.  There's a reason that they're so competitively priced compared to other gaming laptops.<br /><br />BTW, I have never used a game on this machine (not even Freecell!).  I bought it for the processing speed to do data analytics.  Unfortunately, it's cost me more than I paid because I've spent so much time restoring my system and tracing errors that I thought were caused by software, but were actually hardware related.",
"As always, Alienware makes good computers.  This is my third, the first tow being towers.  I have a 12 year track record with Alienware and all systems were powerful and reliable.",
"I love everything about this computer. Ordered and came within 2 days (on prime). Works perfectly. The thing is stupid fast. Beautiful looking and the lights are gorgeous. The sound is amazing...louder than my tv. Great comp. Can handle a ton of downloading while watching movies in 1080p without slowing down, overheating, or even making fan sounds. Runs very quietly. It feels nice on the hands, good materials. Strong but feels soft around the keyboard area. Basically, great purchase, very happy.",
"I wanted to wait for a bit before reviewing this model. It didn't have very many reviews and that made me a bit skeptical but I am SO glad I purchased this particular model!<br /><br />I am one of those people who read lots of reviews before buying anything. I was thinking about getting the 11.6 Acer because it had way more reviews. Someone rating this Chromebook mentioned the exterior being susceptible to dirt because it's white. That actually influenced me and it was totally unfounded. The casing is so strong that it feels like it could withstand just about anything and wipes clean so well. This is my second Chromebook--my first being the classic Samsung Chromebook I bought a couple of years ago. That one still works but was built very flimsily. It always irked me that the bevel was so cheaply made. This puppy is solid plastic. Recently my Chromebook dropped hard on the floor and was good to go. I don't even feel the need to carry it a protective case, although I try to use a padded backpack as often as possible. No scratches due to such a material for the cover. Awesome.<br /><br />I wanted a better viewing experience than my Chromebook. Verdict? Same deal. Matte screen, viewing angles no better. Solution? Watch videos straight ahead! LOL! Maybe someday I will also get the HD 15-inch Chromebook for that sort of thing but for now I am all good.<br /><br />The keyboard is very springy, which I love cuz my fingers can get to flying sometimes. Track pad is good. I bought a floor model of this on Amazon so guess how much I paid? Around $165! Can't beat it with a stick. $90 less than my first Samsung Chromebook (albeit used versus new but this was barely used. I sure can't tell.)<br /><br />Battery life is awesome. I think I get at least 8 hours for this used model. That was another reason I bought a new computer. I would have had to replace the battery on my old raggedy Chromebook and that ain't cheap.<br /><br />So color me impressed and pleased as punch with this baby.",
"I am new to chrome and the whole google world. I picked up this chromebook to somewhat challenge myself to learn something new.<br /><br />I basically write a lot, online and offline. I really like the lightness of the chromebook since I sometimes use it on my lap. Also, it doesn't generate much heat, only minimal heat, and it is absolutely silent. The battery also last very long, even with the screen on full brightness. The keyboard is really nice, although it doesn't have several keys that most keyboards do (End, Home, Caps lock, Delete, etc). I had to learn the shortcuts to these, and that is fine.<br /><br />Since I also edit text, I need a mouse. The responsiveness to the mouse is a little slow, I find that the trackpad works much better than the mouse, but then again, highlighting is a pain without a mouse, so I am trying to find the perfect setting to it. That said, I dislike not being able to turn off the trackpad while the mouse is present.<br /><br />I also find that the power plug is a bit flimsy, so I recommend charging and unplugging while in use. The plug seems to want to break and is very loose, so as a precaution, I like to put it aside.<br /><br />But I like everything else about this technology. I watched a soccer match, HD, full blast volume, live. No complains. The machine is quick to turn on.  I am still hesitant to recommend it because I haven't used it offline, but it seems like I am going to be okay. Also, with the 4Gb RAM, I've had no problem browsing or opening tabs.<br /><br />So far, so good.",
The chrome book was great but in just a few weeks the screen started separating from the lid and no one wanted to help me. If I would have got help it would be five stars but since I'm stuck with a broken computer not so much.,
"The device functions exactly as advertised.  Use of the NVIIA Tegra K1 makes this perfect for low power consumption and reasonable speed.  If you have several (more than 3 or 4) windows open at once, you might experience a sluggish performance.<br /><br />The device architecture limits its ability to load alternate operating systems - read up before you purchase.",
